ID,N/U,F/J,DaysLastBuy,ValueLastBuy,NumberOfPayments,FinishPaying,DaysLastService,NumberOfBuys,NumberOfServices,TotalSalesSpending,TotalServicesSpending,KM,Results
8632,N,F,1501.0,80400.0,0.0,1501.0,623.0,3,7,241200.0,4260.219999999999,40665,0.0
8633,N,F,1478.0,81600.0,0.0,1478.0,,1,0,163200.0,0.0,0,0.0
8634,N,F,1466.0,68410.0,0.0,1466.0,897.0,8,6,1086100.0,2048.12,17750,0.0
8635,N,F,1521.0,75000.0,0.0,1521.0,289.0,4,5,300000.0,3851.2400000000002,17785,0.0
8636,N,F,1501.0,73150.0,0.0,1501.0,779.0,7,8,472600.0,3022.0899999999997,20220,0.0
8637,U,F,1521.0,37200.0,0.0,1521.0,,2,0,74400.0,0.0,0,0.0
8638,N,F,1521.0,76600.0,0.0,1521.0,3550.0,7,6,1032000.0,0.0,40241,0.0
8639,N,F,1501.0,74000.0,0.0,1501.0,396.0,4,23,338000.0,14167.949999999999,40419,0.0
8640,N,F,1516.0,44330.0,0.0,1516.0,715.0,2,4,88660.0,986.8800000000001,29523,0.0
8641,N,F,1521.0,69800.0,0.0,1521.0,807.0,3,6,209400.0,2461.3900000000003,16240,0.0
8642,N,F,1546.0,65000.0,0.0,1546.0,1274.0,2,1,130000.0,291.0,10588,0.0
8643,N,F,1501.0,176610.0,0.0,1501.0,989.0,5,2,758690.0,0.0,20512,0.0
8644,N,F,1546.0,81600.0,0.0,1546.0,,2,0,163200.0,0.0,0,0.0
8645,N,F,1547.0,49500.0,0.0,1547.0,937.0,3,2,297000.0,534.0,1336,0.0
8646,U,F,1501.0,62000.0,0.0,1501.0,834.0,2,3,124000.0,62.21,89311,0.0
8647,N,F,1502.0,46800.0,0.0,1502.0,,5,0,234000.0,0.0,0,0.0
8648,N,F,1522.0,66540.0,0.0,1522.0,415.0,7,5,888080.0,3191.1199999999994,15108,0.0
8649,N,F,1502.0,89900.0,0.0,1502.0,140.0,3,20,698400.0,22009.980000000003,50038,0.0
8650,N,F,1502.0,74150.0,0.0,1502.0,,2,0,296600.0,0.0,0,0.0
8651,N,F,1522.0,73000.0,0.0,1522.0,,1,0,73000.0,0.0,0,0.0
8652,U,F,1517.0,48000.0,0.0,1517.0,1458.0,3,1,144000.0,0.0,86806,0.0
8653,N,F,1522.0,64500.0,0.0,1522.0,589.0,3,5,387000.0,3789.5600000000004,30345,0.0
8654,N,F,1467.0,67500.0,0.0,1467.0,725.0,3,5,202500.0,1971.1,13385,0.0
8655,N,F,1502.0,72900.0,0.0,1502.0,,3,0,656100.0,0.0,0,0.0
8656,N,F,1547.0,41600.0,0.0,1547.0,3528.0,2,3,64600.0,280.51,19963,0.0
8657,N,F,1522.0,64000.0,0.0,1522.0,,2,0,256000.0,0.0,0,0.0
8658,N,F,1522.0,76600.0,0.0,1522.0,,1,0,153200.0,0.0,0,0.0
8659,U,F,1505.0,57500.0,0.0,1505.0,,3,0,172500.0,0.0,0,0.0
8660,N,F,1505.0,36500.0,0.0,1505.0,171.0,1,6,36500.0,3866.32,80266,0.0
8661,N,F,1525.0,68700.0,0.0,1525.0,,2,0,137400.0,0.0,0,0.0
8662,N,F,1550.0,68390.0,0.0,1550.0,441.0,3,6,615510.0,9477.87,14577,0.0
8663,N,F,1505.0,72800.0,0.0,1505.0,374.0,1,12,145600.0,13492.219999999998,53235,0.0
8664,N,J,1470.0,224300.0,0.0,1470.0,,3,2,672900.0,37.5,6977,0.0
8665,N,F,1470.0,89900.0,0.0,1470.0,917.0,6,9,896400.0,7033.779999999999,20136,1.0
8666,U,F,1505.0,64000.0,0.0,1505.0,951.0,2,3,128000.0,1721.44,31781,0.0
8667,N,F,1525.0,65000.0,0.0,1525.0,,4,6,258200.0,3584.61,42474,0.0
8668,N,F,1482.0,65890.0,0.0,1482.0,,2,0,131780.0,0.0,0,0.0
8669,N,F,1525.0,75400.0,0.0,1525.0,,1,0,75400.0,0.0,0,0.0
8670,N,F,1550.0,76600.0,0.0,1550.0,693.0,3,4,229800.0,1918.2,30386,0.0
8671,N,F,1533.0,81600.0,0.0,1533.0,,4,0,326400.0,0.0,0,0.0
8672,U,F,1520.0,161610.0,0.0,1520.0,887.0,3,12,484830.0,9180.9,66381,0.0
8673,N,F,1526.0,75400.0,0.0,1526.0,472.0,3,12,452400.0,9114.160000000002,50983,0.0
8674,N,F,1506.0,67000.0,0.0,1506.0,1992.0,2,2,268000.0,1177.76,19553,0.0
8675,N,F,1506.0,74500.0,0.0,1506.0,928.0,7,10,487500.0,7589.2,20347,0.0
8676,N,F,1551.0,80400.0,0.0,1551.0,460.0,1,3,160800.0,1710.7199999999998,22600,0.0
8677,N,F,1471.0,89900.0,0.0,1471.0,,2,0,359600.0,0.0,0,0.0
8678,N,F,1526.0,66000.0,0.0,1526.0,430.0,3,8,198000.0,4930.800000000001,32005,0.0
8679,N,F,1471.0,81600.0,0.0,1471.0,39.0,3,9,489600.0,10574.619999999997,39909,0.0
8680,N,F,1526.0,89900.0,0.0,1526.0,805.0,3,5,269700.0,1131.3999999999999,9470,0.0
8681,N,F,1526.0,65000.0,0.0,1526.0,1020.0,3,4,195000.0,2173.25,25851,0.0
8682,N,F,1526.0,74650.0,0.0,1526.0,1074.0,4,6,298600.0,1046.45,28584,0.0
8683,U,F,1471.0,37000.0,0.0,1471.0,,2,0,74000.0,0.0,0,0.0
8684,U,F,1471.0,60500.0,0.0,1471.0,6787.0,3,1,181500.0,0.0,42128,0.0
8685,N,F,1526.0,80400.0,0.0,1526.0,146.0,2,10,160800.0,5251.01,51676,0.0
8686,N,F,1553.0,37800.0,0.0,1553.0,510.0,3,12,113400.0,7684.76,78509,0.0
8687,N,F,1527.0,65160.0,0.0,1527.0,504.0,3,3,195480.0,2069.0,7465,0.0
8688,N,F,1472.0,119950.0,0.0,1472.0,550.0,5,30,1559800.0,30354.54,51021,0.0
8689,N,F,1527.0,74000.0,0.0,1527.0,346.0,3,6,400400.0,9387.14,25579,0.0
8690,U,F,1553.0,61000.0,0.0,1553.0,,6,0,267717.0,0.0,0,0.0
8691,U,F,1553.0,49000.0,0.0,1553.0,,1,0,49000.0,0.0,0,0.0
8692,N,F,1508.0,60670.0,0.0,1508.0,1126.0,2,1,121340.0,312.11,4006,0.0
8693,N,F,1554.0,73000.0,0.0,1554.0,,2,0,292000.0,0.0,0,0.0
8694,U,F,1508.0,27000.0,0.0,1508.0,2396.0,4,11,178000.0,4470.91,90379,0.0
8695,U,F,1523.0,32000.0,0.0,1523.0,,3,0,96000.0,0.0,0,0.0
8696,N,F,1528.0,74000.0,0.0,1528.0,356.0,3,6,222000.0,3311.86,49044,1.0
8697,U,F,1528.0,56500.0,0.0,1528.0,,2,0,113000.0,0.0,0,0.0
8698,U,F,1473.0,43000.0,0.0,1473.0,,1,0,43000.0,0.0,0,0.0
8699,N,F,1473.0,89900.0,0.0,1473.0,,1,0,179800.0,0.0,0,0.0
8700,N,F,1529.0,75000.0,0.0,1529.0,961.0,9,11,509650.0,4076.82,29249,0.0
8701,N,F,1529.0,89900.0,0.0,1529.0,1001.0,2,5,179800.0,1919.9099999999999,20248,0.0
8702,U,F,1557.0,36800.0,0.0,1557.0,1061.0,1,1,36800.0,424.38,66357,0.0
8703,N,F,1534.0,75600.0,0.0,1534.0,485.0,3,6,453600.0,5060.4400000000005,31333,0.0
8704,N,F,1514.0,80400.0,0.0,1514.0,,2,0,321600.0,0.0,0,0.0
8705,N,F,1559.0,73000.0,0.0,1559.0,,1,0,219000.0,0.0,0,0.0
8706,N,F,1515.0,69000.0,0.0,1515.0,345.0,2,9,138000.0,7874.62,70638,0.0
8707,N,F,1530.0,81600.0,0.0,1530.0,649.0,3,6,979200.0,13089.839999999997,41141,0.0
8708,U,F,1543.0,42000.0,0.0,1543.0,,2,0,84000.0,0.0,0,0.0
8709,N,F,1560.0,75500.0,0.0,1560.0,411.0,8,7,564000.0,3880.32,50149,0.0
8710,U,F,1535.0,39000.0,0.0,1535.0,,2,0,156000.0,0.0,0,0.0
8711,N,F,1481.0,68500.0,0.0,1481.0,815.0,7,8,896000.0,4019.14,3310,0.0
8712,N,F,1531.0,69000.0,0.0,1531.0,1015.0,4,1,552000.0,964.56,20103,0.0
8713,N,F,1516.0,235500.0,0.0,1516.0,1096.0,4,9,942000.0,1390.67,16877,0.0
8714,N,F,1539.0,253800.0,0.0,1539.0,,4,0,2030400.0,0.0,0,0.0
8715,N,F,1565.0,68000.0,0.0,1565.0,,1,0,204000.0,0.0,0,0.0
8716,N,F,1547.0,75000.0,0.0,1547.0,,3,0,225000.0,0.0,0,0.0
8717,N,J,1539.0,76600.0,0.0,1539.0,,1,0,306400.0,0.0,0,0.0
8718,N,F,1564.0,72300.0,0.0,1564.0,,2,0,289200.0,0.0,0,0.0
8719,N,F,1564.0,80400.0,0.0,1564.0,1188.0,3,4,482400.0,2032.8400000000001,20272,0.0
8720,U,F,1484.0,36000.0,0.0,1484.0,,3,0,216000.0,0.0,0,0.0
8721,N,F,1539.0,69500.0,0.0,1539.0,1335.0,3,1,417000.0,556.0,9729,0.0
8722,N,F,1539.0,76100.0,0.0,1539.0,346.0,3,7,228300.0,2984.58,29312,0.0
8723,N,F,1484.0,76600.0,0.0,1484.0,554.0,1,5,229800.0,11593.620000000003,24938,0.0
8724,N,F,1519.0,75150.0,0.0,1519.0,758.0,6,8,904800.0,7301.620000000001,40980,0.0
8725,N,F,1484.0,80400.0,0.0,1484.0,,2,0,160800.0,0.0,0,0.0
8726,N,F,1564.0,74000.0,0.0,1564.0,396.0,7,26,434400.0,11249.15,75643,0.0
8727,N,F,1519.0,72600.0,0.0,1519.0,3718.0,1,2,145200.0,0.0,88568,0.0
8728,N,F,1564.0,76600.0,0.0,1564.0,,1,0,229800.0,0.0,0,0.0
8729,N,F,1484.0,89900.0,0.0,1484.0,,1,0,179800.0,0.0,0,0.0
8730,U,F,1564.0,40500.0,0.0,1564.0,,4,0,162000.0,0.0,0,0.0
8731,N,F,1484.0,260000.0,0.0,1484.0,599.0,8,4,1175999.98,3518.3,18519,0.0
8732,N,F,1539.0,69000.0,0.0,1539.0,167.0,5,15,318000.0,11472.680000000002,33464,0.0
8733,N,J,1484.0,74000.0,0.0,1484.0,,4,0,287800.0,0.0,0,0.0
8734,U,F,1534.0,21000.0,0.0,1534.0,,3,0,63000.0,0.0,0,0.0
8735,U,F,1567.0,20500.0,0.0,1567.0,,2,0,38500.0,0.0,0,0.0
8736,N,F,1539.0,80400.0,0.0,1539.0,630.0,3,16,241200.0,10357.249999999998,55674,0.0
8737,N,F,1564.0,76600.0,0.0,1564.0,418.0,3,11,615000.0,11501.19,8209,0.0
8738,N,F,1539.0,73400.0,0.0,1539.0,443.0,2,6,146800.0,6252.340000000001,13694,0.0
8739,N,F,1565.0,42500.0,0.0,1565.0,194.0,2,14,85000.0,7464.95,42624,0.0
8740,N,F,1519.0,75650.0,0.0,1519.0,227.0,3,4,453900.0,7962.219999999999,39205,0.0
8741,N,F,1484.0,76600.0,0.0,1484.0,1291.0,1,1,76600.0,238.0,3021,0.0
8742,U,F,1519.0,100000.0,0.0,1519.0,135.0,4,3,320000.0,2966.98,20593,0.0
8743,N,F,1519.0,65000.0,0.0,1519.0,1312.0,2,2,130000.0,490.0,10626,0.0
8744,N,F,1539.0,48850.0,0.0,1539.0,,1,0,48850.0,0.0,0,0.0
8745,N,F,1564.0,66200.0,0.0,1564.0,899.0,4,7,264800.0,3495.43,50073,0.0
8746,U,F,1564.0,45000.0,0.0,1564.0,,4,0,180000.0,0.0,0,0.0
8747,N,F,1539.0,215000.0,0.0,1539.0,779.0,5,9,1040800.0,5016.5599999999995,20205,0.0
8748,N,F,1519.0,88700.0,0.0,1519.0,,4,0,354800.0,0.0,0,0.0
8749,N,F,1519.0,76600.0,0.0,1519.0,1087.0,2,5,306400.0,4455.44,20849,0.0
8750,N,F,1539.0,74650.0,0.0,1539.0,150.0,5,4,373250.0,373.65,72603,0.0
8751,N,F,1540.0,76600.0,0.0,1540.0,,3,0,229800.0,0.0,0,0.0
8752,N,F,1485.0,89900.0,0.0,1485.0,,3,0,539400.0,0.0,0,0.0
8753,N,F,1548.0,77300.0,0.0,1548.0,1404.0,4,1,309200.0,301.93,3454,0.0
8754,N,F,1565.0,69890.0,0.0,1565.0,329.0,4,23,279560.0,12356.89,38250,0.0
8755,N,F,1565.0,81600.0,0.0,1565.0,,2,0,326400.0,0.0,0,0.0
8756,N,F,1520.0,79000.0,0.0,1520.0,710.0,7,18,512080.0,7147.16,60854,0.0
8757,N,F,1566.0,41500.0,0.0,1566.0,568.0,2,4,166000.0,3523.08,40646,0.0
8758,N,F,1540.0,56900.0,0.0,1540.0,,1,3,56900.0,1891.08,77765,0.0
8759,U,F,1565.0,38800.0,0.0,1565.0,1753.0,3,1,116400.0,0.0,46824,0.0
8760,N,F,1565.0,74000.0,0.0,1565.0,593.0,4,5,592000.0,5477.4400000000005,213088,0.0
8761,U,F,1548.0,36000.0,0.0,1548.0,,3,0,108000.0,0.0,0,0.0
8762,U,F,1565.0,39000.0,0.0,1565.0,,2,0,78000.0,0.0,0,0.0
8763,N,F,1566.0,73000.0,0.0,1566.0,,2,0,292000.0,0.0,0,0.0
8764,N,F,1540.0,58000.0,0.0,1540.0,,1,0,58000.0,0.0,0,0.0
8765,N,F,1485.0,81600.0,0.0,1485.0,,1,0,244800.0,0.0,0,0.0
8766,N,F,1535.0,75000.0,0.0,1535.0,1005.0,8,17,1137030.0,7366.720000000001,19433,0.0
8767,N,F,1566.0,73900.0,0.0,1566.0,437.0,7,10,1001400.0,10066.58,19600,0.0
8768,U,F,1569.0,41000.0,0.0,1569.0,667.0,1,2,41000.0,1052.52,89908,0.0
8769,U,F,1536.0,36000.0,0.0,1536.0,711.0,2,3,144000.0,1916.54,77822,0.0
8770,U,F,1536.0,41110.0,0.0,1536.0,,3,0,246660.0,0.0,0,0.0
8771,N,F,1541.0,75400.0,0.0,1541.0,,2,0,210000.0,0.0,0,0.0
8772,U,F,1536.0,31500.0,0.0,1536.0,,1,0,31500.0,0.0,0,0.0
8773,U,F,1549.0,23000.0,0.0,1549.0,,1,0,23000.0,0.0,0,0.0
8774,U,F,1486.0,54000.0,0.0,1486.0,1025.0,3,2,324000.0,1976.6399999999999,111920,0.0
8775,N,F,1566.0,76600.0,0.0,1566.0,,2,0,153200.0,0.0,0,0.0
8776,U,F,1536.0,25000.0,0.0,1536.0,,2,0,50000.0,0.0,0,0.0
8777,U,F,1536.0,45000.0,0.0,1536.0,,1,0,45000.0,0.0,0,0.0
8778,N,F,1549.0,76600.0,0.0,1549.0,1154.0,3,1,229800.0,610.0,7500,0.0
8779,N,F,1521.0,76600.0,0.0,1521.0,924.0,2,3,306400.0,2258.52,19895,0.0
8780,U,F,1536.0,41000.0,0.0,1536.0,,1,0,41000.0,0.0,0,0.0
8781,N,F,1486.0,89900.0,0.0,1486.0,,2,0,179800.0,0.0,0,0.0
8782,U,F,1486.0,21500.0,0.0,1486.0,,3,0,196500.0,0.0,0,0.0
8783,N,F,1541.0,76000.0,0.0,1541.0,1069.0,10,14,1275400.0,7455.38,21000,0.0
8784,N,F,1541.0,36900.0,0.0,1541.0,429.0,4,14,161800.0,2635.11,27414,0.0
8785,N,F,1549.0,45300.0,0.0,1549.0,702.0,4,11,201000.0,4157.629999999999,12054,0.0
8786,U,F,1549.0,53900.0,0.0,1549.0,5854.0,2,5,107800.0,0.0,44132,0.0
8787,N,F,1486.0,75400.0,0.0,1486.0,93.0,9,32,649500.0,17713.139999999996,30368,0.0
8788,N,F,1521.0,171000.0,1.0,1491.0,1411.0,2,1,342000.0,900.0,7503,0.0
8789,N,F,1542.0,89900.0,0.0,1542.0,1218.0,3,8,269700.0,584.51,10263,0.0
8790,N,F,1542.0,85000.0,0.0,1542.0,223.0,3,6,255000.0,6806.95,56945,0.0
8791,N,F,1537.0,89900.0,0.0,1537.0,745.0,2,4,359600.0,6953.76,34004,0.0
8792,N,F,1522.0,76600.0,0.0,1522.0,157.0,3,8,459600.0,4210.76,15753,0.0
8793,N,F,1542.0,73000.0,0.0,1542.0,811.0,3,4,219000.0,1621.66,15959,0.0
8794,N,F,1550.0,73000.0,0.0,1550.0,865.0,4,4,274300.0,535.88,24578,0.0
8795,N,F,1550.0,81600.0,0.0,1550.0,575.0,6,9,448400.0,8129.18,55442,0.0
8796,N,F,1522.0,186200.0,0.0,1522.0,436.0,2,5,372400.0,1996.7200000000003,42950,0.0
8797,N,F,1522.0,47500.0,0.0,1522.0,,2,0,95000.0,0.0,0,0.0
8798,N,F,1567.0,76600.0,0.0,1567.0,1386.0,4,1,612800.0,1560.0,10190,0.0
8799,N,F,1522.0,81600.0,0.0,1522.0,494.0,2,6,163200.0,3830.1,30987,0.0
8800,N,F,1567.0,76600.0,0.0,1567.0,1321.0,3,1,229800.0,325.0,10067,0.0
8801,N,F,1567.0,75500.0,0.0,1567.0,1146.0,7,13,506000.0,5212.98,10478,0.0
8802,N,F,1550.0,75000.0,0.0,1550.0,,3,0,225000.0,0.0,0,0.0
8803,N,F,1550.0,74650.0,0.0,1550.0,130.0,5,18,334400.0,6374.98,35882,0.0
8804,N,F,1542.0,74000.0,0.0,1542.0,,4,0,296000.0,0.0,0,0.0
8805,N,F,1568.0,75400.0,0.0,1568.0,733.0,3,6,226200.0,2176.16,10621,0.0
8806,U,F,1538.0,31000.0,0.0,1538.0,,2,0,62000.0,0.0,0,0.0
8807,N,F,1523.0,66000.0,0.0,1523.0,595.0,4,13,260400.0,5050.83,30255,0.0
8808,N,F,1488.0,65650.0,0.0,1488.0,,3,0,393900.0,0.0,0,0.0
8809,N,F,1543.0,86000.0,0.0,1543.0,465.0,2,5,172000.0,1915.9199999999998,20080,0.0
8810,N,F,1569.0,36500.0,0.0,1569.0,1119.0,2,6,73000.0,1767.3,20794,0.0
8811,N,F,1543.0,76600.0,0.0,1543.0,1220.0,2,2,153200.0,986.39,6546,0.0
8812,N,F,1523.0,66000.0,0.0,1523.0,869.0,3,5,396000.0,4446.2,20349,0.0
8813,U,F,1568.0,32000.0,0.0,1568.0,,31,0,1905900.0,0.0,0,0.0
8814,N,F,1523.0,37000.0,0.0,1523.0,1242.0,1,2,74000.0,994.0,11198,0.0
8815,N,F,1488.0,88700.0,0.0,1488.0,,1,0,177400.0,0.0,0,0.0
8816,N,F,1571.0,74000.0,0.0,1571.0,836.0,3,4,222000.0,1273.81,19949,0.0
8817,N,F,1526.0,89900.0,0.0,1526.0,504.0,5,7,449500.0,5841.360000000001,38096,0.0
8818,N,F,1546.0,45000.0,0.0,1546.0,,1,0,45000.0,0.0,0,0.0
8819,U,F,1541.0,34500.0,0.0,1541.0,,2,0,69000.0,0.0,0,0.0
8820,N,F,1546.0,69500.0,0.0,1546.0,391.0,2,6,139000.0,7900.55,40531,0.0
8821,N,F,1526.0,69000.0,0.0,1526.0,533.0,6,6,368100.0,3618.33,29717,0.0
8822,N,F,1546.0,65000.0,0.0,1546.0,,3,0,195000.0,0.0,0,0.0
8823,U,F,1546.0,55000.0,0.0,1546.0,863.0,3,1,165000.0,283.18,91969,0.0
8824,N,F,1526.0,88700.0,0.0,1526.0,896.0,2,6,354800.0,2844.4800000000005,30729,0.0
8825,N,F,1526.0,89900.0,0.0,1526.0,669.0,2,9,179800.0,4449.09,20107,0.0
8826,N,F,1546.0,41200.0,0.0,1546.0,433.0,1,9,41200.0,2236.49,30863,0.0
8827,N,F,1546.0,89900.0,0.0,1546.0,589.0,5,14,382900.0,8422.560000000001,40051,0.0
8828,N,F,1491.0,89900.0,0.0,1491.0,1199.0,4,5,719200.0,3599.4,31091,0.0
8829,N,F,1541.0,220000.0,0.0,1541.0,513.0,2,13,440000.0,29907.9,29721,0.0
8830,N,F,1527.0,80400.0,0.0,1527.0,1403.0,2,1,321600.0,0.0,1160,0.0
8831,N,F,1547.0,89900.0,0.0,1547.0,462.0,2,6,539400.0,8914.890000000001,23863,0.0
8832,N,F,1504.0,89900.0,0.0,1504.0,,8,22,1792800.0,27720.100000000017,10403,0.0
8833,U,F,1572.0,33500.0,0.0,1572.0,,2,0,67000.0,0.0,0,0.0
8834,N,F,1527.0,89900.0,0.0,1527.0,106.0,2,12,179800.0,9016.779999999999,70445,0.0
8835,N,F,1492.0,63000.0,0.0,1492.0,756.0,2,4,126000.0,1649.44,29747,0.0
8836,N,F,1547.0,64000.0,0.0,1547.0,,1,0,128000.0,0.0,0,0.0
8837,N,F,1527.0,224700.0,0.0,1527.0,,4,0,898800.0,0.0,0,0.0
8838,N,F,1527.0,89900.0,0.0,1527.0,1094.0,2,2,359600.0,1972.6,19801,0.0
8839,U,F,1572.0,12500.0,0.0,1572.0,,1,0,37500.0,0.0,0,0.0
8840,N,F,1547.0,89900.0,0.0,1547.0,821.0,3,4,539400.0,3339.4800000000005,15744,0.0
8841,U,F,1547.0,46500.0,0.0,1547.0,,2,0,93000.0,0.0,0,0.0
8842,N,F,1492.0,80400.0,0.0,1492.0,,1,0,160800.0,0.0,0,0.0
8843,N,F,1556.0,80400.0,0.0,1556.0,,2,0,160800.0,0.0,0,0.0
8844,N,F,1548.0,65000.0,0.0,1548.0,1323.0,2,1,260000.0,469.04,10506,0.0
8845,N,F,1573.0,76600.0,0.0,1573.0,2208.0,6,1,392400.0,305.13,9148,0.0
8846,N,F,1574.0,70000.0,0.0,1574.0,1212.0,1,2,140000.0,941.24,5468,0.0
8847,U,F,1548.0,31000.0,0.0,1548.0,833.0,3,22,117800.0,4940.88,25100,0.0
8848,N,F,1548.0,49810.0,0.0,1548.0,98.0,3,7,298860.0,4267.96,26175,0.0
8849,N,F,1548.0,80400.0,0.0,1548.0,122.0,5,11,402000.0,7189.639999999999,86861,0.0
8850,N,F,1573.0,49540.0,0.0,1573.0,,1,0,49540.0,0.0,0,0.0
8851,N,F,1548.0,76600.0,0.0,1548.0,1368.0,2,1,153200.0,795.0,10309,0.0
8852,U,F,1493.0,40990.0,0.0,1493.0,,1,0,40990.0,0.0,0,0.0
8853,N,F,1548.0,65640.0,0.0,1548.0,,2,0,131280.0,0.0,0,0.0
8854,N,F,1548.0,84600.0,0.0,1548.0,464.0,2,10,169200.0,2169.36,26555,0.0
8855,N,F,1548.0,47910.41,0.0,1548.0,,2,0,95820.82,0.0,0,0.0
8856,U,F,1573.0,50000.0,0.0,1573.0,763.0,3,1,150000.0,554.34,90822,0.0
8857,N,F,1493.0,68490.0,0.0,1493.0,858.0,2,4,273960.0,4698.08,30866,0.0
8858,N,F,1576.0,74200.0,0.0,1576.0,,2,0,296800.0,0.0,0,0.0
8859,N,F,1557.0,53140.0,0.0,1557.0,1176.0,3,3,318840.0,1094.4,6805,0.0
8860,U,F,1544.0,26000.0,0.0,1544.0,,2,0,52000.0,0.0,0,0.0
8861,N,F,1574.0,89900.0,0.0,1574.0,,2,0,179800.0,0.0,0,0.0
8862,N,F,1575.0,37000.0,0.0,1575.0,1210.0,1,3,37000.0,673.22,5350,0.0
8863,N,F,1574.0,89900.0,0.0,1574.0,826.0,3,4,269700.0,1426.3700000000001,11495,0.0
8864,N,F,1557.0,89900.0,0.0,1557.0,,1,0,89900.0,0.0,0,0.0
8865,N,F,1529.0,37000.0,0.0,1529.0,135.0,3,14,111000.0,6169.9800000000005,25507,0.0
8866,N,F,1574.0,41200.0,0.0,1574.0,2326.0,6,6,389700.0,8019.860000000001,20133,0.0
8867,N,F,1529.0,81600.0,0.0,1529.0,,3,0,489600.0,0.0,0,0.0
8868,N,F,1529.0,46450.0,0.0,1529.0,4568.0,2,2,92900.0,0.0,69437,0.0
8869,N,F,1549.0,43710.0,0.0,1549.0,343.0,2,10,174840.0,5959.78,38540,0.0
8870,N,F,1574.0,74970.0,0.0,1574.0,637.0,3,5,224910.0,2970.68,30400,0.0
8871,U,F,1557.0,58000.0,0.0,1557.0,,2,0,116000.0,0.0,0,0.0
8872,N,F,1529.0,64800.0,0.0,1529.0,779.0,6,13,371400.0,3844.52,31323,0.0
8873,N,F,1494.0,67000.0,0.0,1494.0,,4,0,804000.0,0.0,0,0.0
8874,N,F,1557.0,89900.0,0.0,1557.0,,1,0,89900.0,0.0,0,0.0
8875,N,F,1549.0,81600.0,0.0,1549.0,430.0,1,12,163200.0,10819.3,50744,0.0
8876,N,F,1549.0,69300.0,0.0,1549.0,386.0,2,4,138600.0,2066.96,29115,0.0
8877,N,F,1558.0,64000.0,0.0,1558.0,454.0,7,23,412600.0,9917.25,15566,0.0
8878,U,F,1576.0,35000.0,0.0,1576.0,,3,0,210000.0,0.0,0,0.0
8879,N,F,1575.0,65500.0,0.0,1575.0,724.0,2,7,393000.0,15259.950000000004,29482,0.0
8880,N,F,1495.0,41700.0,0.0,1495.0,771.0,1,7,41700.0,1463.24,18229,1.0
8881,N,F,1575.0,89900.0,0.0,1575.0,,2,0,179800.0,0.0,0,0.0
8882,N,F,1495.0,75400.0,0.0,1495.0,,1,0,75400.0,0.0,0,0.0
8883,N,F,1550.0,69690.0,0.0,1550.0,902.0,3,3,209070.0,1044.55,19255,0.0
8884,U,F,1545.0,38500.0,0.0,1545.0,,1,0,38500.0,0.0,0,0.0
8885,N,F,1530.0,80400.0,0.0,1530.0,255.0,4,4,241800.0,1029.72,10936,0.0
8886,N,F,1561.0,89900.0,0.0,1561.0,,1,0,89900.0,0.0,0,0.0
8887,N,F,1548.0,69000.0,0.0,1548.0,322.0,1,11,207000.0,17141.4,50868,0.0
8888,N,F,1553.0,89900.0,0.0,1553.0,1420.0,2,2,359600.0,0.0,2270,0.0
8889,N,F,1553.0,57500.0,0.0,1553.0,,3,0,172500.0,0.0,0,0.0
8890,N,F,1553.0,56500.0,0.0,1553.0,1213.0,1,4,56500.0,1089.51,1044,0.0
8891,N,F,1533.0,75500.0,0.0,1533.0,1257.0,6,2,377980.0,0.0,6957,0.0
8892,U,F,1533.0,57000.0,0.0,1533.0,,5,0,262500.0,0.0,0,0.0
8893,N,F,1533.0,81600.0,0.0,1533.0,,3,0,244800.0,0.0,0,0.0
8894,N,F,1579.0,47300.0,0.0,1579.0,124.0,4,12,350000.0,6624.440000000001,37870,0.0
8895,N,F,1553.0,81600.0,0.0,1553.0,,3,0,489600.0,0.0,0,0.0
8896,U,F,1581.0,49000.0,0.0,1581.0,,4,0,392000.0,0.0,0,0.0
8897,N,F,1553.0,199000.0,1.0,1523.0,122.0,2,6,398000.0,23951.649999999998,19591,0.0
8898,N,F,1561.0,88700.0,0.0,1561.0,,1,0,88700.0,0.0,0,0.0
8899,U,F,1534.0,26500.0,0.0,1534.0,,3,0,79500.0,0.0,0,0.0
8900,N,F,1534.0,44500.0,0.0,1534.0,,2,0,89000.0,0.0,0,0.0
8901,U,F,1554.0,35500.0,0.0,1554.0,1168.0,2,3,71000.0,1014.42,41000,0.0
8902,N,F,1499.0,76600.0,0.0,1499.0,,1,0,459600.0,0.0,0,0.0
8903,N,F,1554.0,88700.0,0.0,1554.0,,1,0,177400.0,0.0,0,0.0
8904,U,J,1534.0,27000.0,0.0,1534.0,,2,0,50000.0,0.0,0,0.0
8905,N,F,1499.0,81600.0,0.0,1499.0,1191.0,3,5,182700.0,2746.0,29936,0.0
8906,N,F,1580.0,75500.0,0.0,1580.0,1407.0,2,7,151000.0,1166.53,22997,0.0
8907,U,F,1534.0,175000.0,0.0,1534.0,296.0,4,10,700000.0,36445.0,112651,0.0
8908,N,F,1554.0,89900.0,0.0,1554.0,,1,0,359600.0,0.0,0,0.0
8909,N,F,1562.0,76600.0,0.0,1562.0,6987.0,2,2,153200.0,0.0,5512,0.0
8910,U,F,1579.0,40850.0,0.0,1579.0,,2,0,163400.0,0.0,0,0.0
