ID,N/U,F/J,DaysLastBuy,ValueLastBuy,NumberOfPayments,FinishPaying,DaysLastService,NumberOfBuys,NumberOfServices,TotalSalesSpending,TotalServicesSpending,KM,Results
2814,N,F,741.0,64426.0,0.0,741.0,,2,0,128852.0,0.0,0,0.0
2815,N,J,711.0,66900.0,0.0,711.0,,2,0,267600.0,0.0,0,0.0
2816,N,F,742.0,58000.0,0.0,742.0,361.0,2,8,116000.0,2738.04,6676,0.0
2817,N,F,712.0,103000.0,0.0,712.0,,2,0,412000.0,0.0,0,0.0
2818,U,F,712.0,21000.0,36.0,-368.0,,2,0,42000.0,0.0,0,0.0
2819,U,F,712.0,19000.0,0.0,712.0,,1,0,19000.0,0.0,0,0.0
2820,N,F,697.0,102000.0,0.0,697.0,122.0,3,8,306000.0,12312.94,11349,0.0
2821,N,F,662.0,170000.0,0.0,662.0,479.0,2,1,340000.0,1200.0,6633,0.0
2822,N,F,662.0,103000.0,0.0,662.0,296.0,4,2,1236000.0,2542.6199999999994,4783,0.0
2823,N,F,712.0,80390.01,0.0,712.0,508.0,6,5,934320.08,2953.12,9395,0.0
2824,N,F,742.0,57300.0,0.0,742.0,132.0,6,16,339900.0,7065.639999999999,41235,0.0
2825,N,F,742.0,84390.0,0.0,742.0,404.0,1,2,84390.0,409.84,4941,0.0
2826,N,F,697.0,58500.0,0.0,697.0,281.0,2,8,234000.0,2281.940000000001,20310,0.0
2827,N,F,662.0,91000.0,0.0,662.0,605.0,1,1,91000.0,381.51,576,0.0
2828,N,F,745.0,101000.0,0.0,745.0,411.0,4,4,404000.0,1250.24,10479,0.0
2829,N,F,700.0,400000.0,0.0,700.0,186.0,1,2,400000.0,5853.48,10198,0.0
2830,N,F,728.0,100000.0,0.0,728.0,590.0,2,2,200000.0,585.21,10958,0.0
2831,U,F,665.0,35400.0,0.0,665.0,,2,0,70800.0,0.0,0,0.0
2832,U,F,720.0,28500.0,0.0,720.0,,1,0,28500.0,0.0,0,0.0
2833,N,F,665.0,46000.0,0.0,665.0,309.0,2,4,92000.0,1142.1,4067,0.0
2834,U,F,716.0,49990.0,0.0,716.0,689.0,3,2,149970.0,195.53,3757,0.0
2835,N,F,746.0,107400.0,0.0,746.0,,2,3,214800.0,471.73,8664,0.0
2836,N,F,729.0,92000.0,0.0,729.0,165.0,5,6,460000.0,4449.95,30507,0.0
2837,U,F,721.0,55350.0,0.0,721.0,,3,0,166050.0,0.0,0,0.0
2838,N,F,701.0,80390.0,0.0,701.0,443.0,1,3,80390.0,411.27,9581,0.0
2839,U,F,701.0,179500.0,0.0,701.0,203.0,4,5,718000.0,12189.52,32261,0.0
2840,N,F,722.0,104000.0,24.0,2.0,,3,0,312000.0,0.0,0,0.0
2841,N,F,717.0,104000.0,0.0,717.0,312.0,8,19,736000.0,6444.68,10300,0.0
2842,N,F,702.0,85000.0,0.0,702.0,,1,0,85000.0,0.0,0,0.0
2843,N,F,722.0,103000.0,0.0,722.0,383.0,6,16,1007400.0,4783.880000000001,9776,0.0
2844,N,F,730.0,96000.0,0.0,730.0,,3,0,576000.0,0.0,0,0.0
2845,N,F,702.0,65500.0,0.0,702.0,200.0,6,17,363600.0,3208.36,23582,0.0
2846,N,F,747.0,82500.0,0.0,747.0,,2,2,165000.0,557.1,6185,0.0
2847,U,F,667.0,45000.0,0.0,667.0,683.0,4,7,171850.0,836.94,40150,0.0
2848,N,F,722.0,103000.0,0.0,722.0,,1,0,412000.0,0.0,0,0.0
2849,N,F,730.0,95000.0,0.0,730.0,486.0,2,2,190000.0,407.96999999999997,9712,0.0
2850,N,F,731.0,75000.0,0.0,731.0,440.0,2,6,150000.0,1638.53,10384,0.0
2851,N,F,748.0,101000.0,0.0,748.0,,2,0,202000.0,0.0,0,0.0
2852,N,F,748.0,90425.0,0.0,748.0,336.0,4,4,361700.0,1127.77,20472,0.0
2853,N,F,668.0,73500.0,0.0,668.0,279.0,3,2,220500.0,418.40999999999997,5980,0.0
2854,N,F,723.0,219550.0,0.0,723.0,113.0,6,44,1025650.0,34688.21000000001,26746,0.0
2855,U,F,718.0,25500.0,0.0,718.0,,1,0,25500.0,0.0,0,0.0
2856,N,F,703.0,213800.0,0.0,703.0,333.0,4,1,855200.0,663.62,11297,0.0
2857,N,F,704.0,198400.0,0.0,704.0,,5,0,992000.0,0.0,0,0.0
2858,N,F,724.0,105000.0,0.0,724.0,198.0,16,40,1397830.0,49652.78,10480,0.0
2859,N,F,724.0,246900.0,0.0,724.0,220.0,2,1,987600.0,1327.34,5227,0.0
2860,U,F,749.0,85500.0,0.0,749.0,,1,0,85500.0,0.0,0,0.0
2861,N,F,732.0,81000.0,0.0,732.0,732.0,3,2,243000.0,1862.04,40720,0.0
2862,N,F,724.0,310000.0,0.0,724.0,353.0,19,32,12379192.78,57041.31999999998,6942,0.0
2863,U,F,704.0,63000.0,0.0,704.0,707.0,5,7,298320.0,2581.0899999999997,29249,0.0
2864,U,F,719.0,38500.0,0.0,719.0,,3,0,115500.0,0.0,0,0.0
2865,N,F,724.0,122800.0,0.0,724.0,,2,0,245600.0,0.0,0,0.0
2866,N,F,669.0,84690.0,0.0,669.0,2774.0,7,16,1873470.0,5971.71,9983,0.0
2867,N,F,707.0,58000.0,0.0,707.0,340.0,5,4,580000.0,959.0799999999999,5933,0.0
2868,U,F,722.0,25990.0,0.0,722.0,,4,0,103960.0,0.0,0,0.0
2869,N,F,707.0,94000.0,0.0,707.0,325.0,4,2,376000.0,843.96,4463,0.0
2870,N,F,672.0,92000.0,0.0,672.0,308.0,2,2,184000.0,427.65,8158,0.0
2871,U,F,722.0,42900.0,0.0,722.0,,2,0,85800.0,0.0,0,0.0
2872,N,F,727.0,67580.0,0.0,727.0,115.0,5,5,675800.0,4614.400000000001,30290,0.0
2873,N,F,727.0,64000.0,0.0,727.0,93.0,2,8,384000.0,16058.130000000001,41209,0.0
2874,U,F,735.0,57000.0,0.0,735.0,,2,0,100900.0,0.0,0,0.0
2875,N,F,735.0,61770.4,0.0,735.0,385.0,1,9,61770.4,8759.720000000001,38312,0.0
2876,N,F,753.0,45000.0,0.0,753.0,320.0,2,7,90000.0,1892.76,20458,0.0
2877,N,F,728.0,49000.0,0.0,728.0,659.0,1,7,49000.0,1553.52,1231,0.0
2878,U,F,723.0,36000.0,0.0,723.0,,1,0,36000.0,0.0,0,0.0
2879,N,J,753.0,95000.0,0.0,753.0,,2,0,760000.0,0.0,0,0.0
2880,N,F,728.0,72000.0,0.0,728.0,381.0,2,2,288000.0,798.2,3781,0.0
2881,U,F,724.0,36500.0,0.0,724.0,,1,0,36500.0,0.0,0,0.0
2882,U,F,724.0,18000.0,36.0,-356.0,,2,0,36000.0,0.0,0,0.0
2883,N,F,674.0,84500.0,0.0,674.0,,3,0,253500.0,0.0,0,0.0
2884,N,F,757.0,78723.94,0.0,757.0,154.0,1,3,78723.94,4827.65,1990,0.0
2885,U,F,724.0,32000.0,48.0,-716.0,,4,0,128000.0,0.0,0,0.0
2886,N,F,729.0,438000.0,0.0,729.0,541.0,6,3,4512000.0,12330.96,9413,0.0
2887,N,F,729.0,93500.0,0.0,729.0,520.0,3,1,232630.0,1900.0,7615,0.0
2888,N,F,755.0,56300.0,0.0,755.0,368.0,5,3,281500.0,459.01,9584,0.0
2889,N,F,730.0,92000.0,0.0,730.0,353.0,3,2,254000.0,516.73,7051,0.0
2890,N,F,755.0,96300.0,0.0,755.0,1363.0,7,7,557700.0,2116.5,21000,0.0
2891,U,F,675.0,27200.0,0.0,675.0,,21,0,728900.0,0.0,0,0.0
2892,N,F,730.0,103000.0,0.0,730.0,,3,0,309000.0,0.0,0,0.0
2893,U,F,725.0,47740.0,0.0,725.0,,3,0,143220.0,0.0,0,0.0
2894,U,F,725.0,33000.0,0.0,725.0,,5,0,165000.0,0.0,0,0.0
2895,N,F,675.0,84000.0,0.0,675.0,344.0,3,5,252000.0,407.96999999999997,4481,0.0
2896,U,F,730.0,53640.0,0.0,730.0,,2,0,107280.0,0.0,0,0.0
2897,N,F,711.0,94000.0,0.0,711.0,139.0,7,11,538000.0,3362.1400000000003,20513,0.0
2898,N,F,726.0,93650.0,0.0,726.0,680.0,4,1,374600.0,2300.0,77197,0.0
2899,U,F,759.0,32000.0,0.0,759.0,,3,0,192000.0,0.0,0,0.0
2900,N,J,676.0,395000.0,0.0,676.0,2019.0,15,5,8474010.0,899.64,22387,1.0
2901,N,F,711.0,86000.0,24.0,-9.0,428.0,5,2,430000.0,1036.1,10255,0.0
2902,N,F,676.0,93700.0,0.0,676.0,32.0,3,11,843300.0,7547.17,19318,0.0
2903,N,F,756.0,75500.0,0.0,756.0,390.0,3,1,226500.0,371.32,2033,0.0
2904,U,F,688.0,45200.0,0.0,688.0,412.0,2,1,90400.0,588.24,104609,0.0
2905,N,F,711.0,89610.0,0.0,711.0,,3,0,268830.0,0.0,0,0.0
2906,N,F,731.0,99600.0,0.0,731.0,394.0,4,8,398400.0,646.37,3488,0.0
2907,N,F,739.0,92000.0,0.0,739.0,,5,0,460000.0,0.0,0,0.0
2908,U,F,679.0,70000.0,48.0,-761.0,679.0,3,1,210000.0,125.53,33166,0.0
2909,N,F,734.0,66000.0,12.0,374.0,373.0,5,2,330000.0,1066.1299999999999,4920,0.0
2910,N,F,679.0,73500.0,0.0,679.0,324.0,5,2,367500.0,758.7,4992,0.0
2911,U,F,729.0,36000.0,0.0,729.0,,1,0,36000.0,0.0,0,0.0
2912,N,F,714.0,84690.0,0.0,714.0,71.0,4,21,290980.0,8895.24,10564,0.0
2913,N,F,714.0,56000.0,0.0,714.0,353.0,1,2,56000.0,607.65,2577,0.0
2914,U,F,729.0,33990.0,0.0,729.0,,2,0,67980.0,0.0,0,0.0
2915,U,F,760.0,36200.0,0.0,760.0,,1,0,36200.0,0.0,0,0.0
2916,N,F,760.0,66000.0,0.0,760.0,399.0,2,2,396000.0,1196.4299999999998,8321,0.0
2917,N,F,715.0,65430.0,0.0,715.0,234.0,2,6,261720.0,1949.74,20535,0.0
2918,U,F,680.0,82000.0,0.0,680.0,41.0,2,4,328000.0,3844.28,190781,0.0
2919,N,F,762.0,65500.0,0.0,762.0,141.0,4,8,262000.0,1338.6499999999999,17741,0.0
2920,N,F,731.0,104500.0,0.0,731.0,114.0,7,16,641500.0,11260.269999999999,30274,0.0
2921,N,F,761.0,45500.0,0.0,761.0,192.0,2,10,91000.0,3289.8999999999996,30493,0.0
2922,N,F,716.0,93500.0,0.0,716.0,284.0,3,4,280500.0,1216.07,20931,0.0
2923,N,F,681.0,101000.0,0.0,681.0,175.0,8,14,1216000.0,9735.06,20604,1.0
2924,N,F,681.0,94000.0,0.0,681.0,328.0,4,2,752000.0,1377.62,9276,0.0
2925,N,F,763.0,124000.0,0.0,763.0,314.0,10,19,2766000.0,33922.64999999998,14000,0.0
2926,N,F,761.0,93000.0,0.0,761.0,383.0,2,3,186000.0,1865.1,10562,0.0
2927,N,F,737.0,94000.0,0.0,737.0,,3,0,282000.0,0.0,0,0.0
2928,U,F,732.0,43000.0,0.0,732.0,,2,0,86000.0,0.0,0,0.0
2929,N,F,737.0,50990.0,0.0,737.0,369.0,3,3,152970.0,400.68999999999994,3466,0.0
2930,U,F,732.0,36000.0,48.0,-708.0,,4,0,144000.0,0.0,0,0.0
2931,U,F,682.0,48900.0,0.0,682.0,646.0,3,1,146700.0,625.94,50651,0.0
2932,N,F,763.0,103900.0,0.0,763.0,425.0,3,2,311700.0,407.96999999999997,10386,0.0
2933,N,F,718.0,93000.0,0.0,718.0,,4,0,372000.0,0.0,0,0.0
2934,N,F,683.0,80390.0,0.0,683.0,563.0,5,2,401950.0,644.21,9949,0.0
2935,N,F,718.0,98000.0,0.0,718.0,80.0,2,4,196000.0,2532.15,19358,0.0
2936,N,F,763.0,92700.0,0.0,763.0,123.0,3,15,278100.0,5142.69,66075,0.0
2937,N,F,718.0,90000.0,0.0,718.0,160.0,2,4,360000.0,2035.8599999999997,20032,0.0
2938,N,F,738.0,63000.0,0.0,738.0,261.0,2,16,126000.0,4029.19,70882,0.0
2939,N,F,686.0,66500.0,0.0,686.0,72.0,14,16,2697900.0,12318.599999999999,20587,0.0
2940,N,F,766.0,90000.0,0.0,766.0,,2,0,180000.0,0.0,0,0.0
2941,N,F,766.0,93000.0,0.0,766.0,,5,0,412800.0,0.0,0,0.0
2942,U,F,721.0,32000.0,0.0,721.0,,2,0,64000.0,0.0,0,0.0
2943,N,F,741.0,123500.0,0.0,741.0,216.0,2,5,247000.0,4448.66,20400,0.0
2944,N,F,750.0,66400.0,0.0,750.0,371.0,8,5,531800.0,1997.65,9428,0.0
2945,U,F,767.0,53900.0,0.0,767.0,,4,0,215600.0,0.0,0,0.0
2946,N,F,769.0,94500.0,48.0,-671.0,692.0,6,4,474500.0,1987.29,6189,0.0
2947,N,F,745.0,103000.0,0.0,745.0,372.0,4,2,412000.0,1299.7,6299,0.0
2948,N,F,690.0,66000.0,0.0,690.0,350.0,5,2,660000.0,900.2,6443,0.0
2949,U,F,745.0,23500.0,24.0,25.0,,2,0,47000.0,0.0,0,0.0
2950,N,F,690.0,80690.01,0.0,690.0,,2,0,322760.04,0.0,0,0.0
2951,N,F,745.0,53000.0,0.0,745.0,281.0,2,5,212000.0,1898.98,20050,0.0
2952,N,F,770.0,98000.0,0.0,770.0,409.0,3,2,294000.0,795.1,6289,0.0
2953,U,F,690.0,64500.0,0.0,690.0,,3,0,193500.0,0.0,0,0.0
2954,N,F,771.0,70500.0,0.0,771.0,420.0,3,2,634500.0,1785.2999999999997,2928,0.0
2955,U,F,770.0,53000.0,0.0,770.0,,3,0,318000.0,0.0,0,0.0
2956,N,F,771.0,75900.0,24.0,51.0,,3,0,227700.0,0.0,0,0.0
2957,N,F,773.0,66000.0,60.0,-1027.0,,3,0,396000.0,0.0,0,0.0
2958,N,F,771.0,80690.0,0.0,771.0,,4,0,322760.0,0.0,0,0.0
2959,N,F,771.0,64500.0,0.0,771.0,,2,0,129000.0,0.0,0,0.0
2960,U,F,725.0,116000.0,0.0,725.0,,4,0,464000.0,0.0,0,0.0
2961,U,F,753.0,27000.0,0.0,753.0,,2,0,54000.0,0.0,0,0.0
2962,N,F,725.0,92000.0,0.0,725.0,,2,1,368000.0,0.0,2043,0.0
2963,N,F,725.0,62500.0,0.0,725.0,339.0,2,9,125000.0,3213.4300000000007,9494,0.0
2964,N,F,771.0,70500.0,0.0,771.0,,7,0,870200.0,0.0,0,0.0
2965,N,F,770.0,99500.0,0.0,770.0,406.0,2,2,199000.0,792.1,9339,0.0
2966,U,F,753.0,47000.0,0.0,753.0,,5,0,235000.0,0.0,0,0.0
2967,N,F,725.0,80390.0,0.0,725.0,172.0,2,6,160780.0,1034.51,10512,0.0
2968,N,F,745.0,62000.0,0.0,745.0,380.0,3,5,186000.0,880.25,20757,0.0
2969,U,F,770.0,62000.0,0.0,770.0,,4,0,496000.0,0.0,0,0.0
2970,U,F,725.0,26300.0,0.0,725.0,,3,0,78900.0,0.0,0,0.0
2971,N,F,690.0,70000.0,0.0,690.0,351.0,3,2,630000.0,1164.3,6688,0.0
2972,U,F,690.0,73500.0,0.0,690.0,,1,0,147000.0,0.0,0,0.0
2973,N,F,771.0,73800.0,0.0,771.0,1125.0,4,2,295200.0,600.0,20366,0.0
2974,N,F,771.0,64990.0,0.0,771.0,432.0,3,3,389940.0,890.0,8331,0.0
2975,U,F,753.0,31500.0,0.0,753.0,,2,0,63000.0,0.0,0,0.0
2976,N,F,725.0,45000.0,0.0,725.0,93.0,3,11,135000.0,3554.69,43284,0.0
2977,N,F,753.0,96000.0,0.0,753.0,,8,0,704000.0,0.0,0,0.0
2978,U,F,725.0,22000.0,0.0,725.0,,3,0,66000.0,0.0,0,0.0
2979,N,F,771.0,95800.0,0.0,771.0,420.0,2,2,383200.0,2295.72,8214,0.0
2980,N,F,770.0,80390.0,0.0,770.0,140.0,3,5,482340.0,3103.2799999999997,19535,0.0
2981,U,F,725.0,21500.0,36.0,-355.0,,3,0,64500.0,0.0,0,0.0
2982,U,F,773.0,33900.0,0.0,773.0,,2,0,67800.0,0.0,0,0.0
2983,N,F,690.0,56900.0,0.0,690.0,105.0,2,8,113800.0,1839.99,30780,0.0
2984,N,F,771.0,91000.0,0.0,771.0,407.0,5,2,455000.0,558.8100000000001,9510,0.0
2985,N,F,771.0,88000.0,0.0,771.0,,4,0,352000.0,0.0,0,0.0
2986,N,F,770.0,99000.0,36.0,-310.0,402.0,2,2,396000.0,776.2,8280,0.0
2987,U,F,690.0,45000.0,0.0,690.0,,2,0,90000.0,0.0,0,0.0
2988,N,F,690.0,84690.0,0.0,690.0,198.0,3,1,254070.0,1347.0,20924,0.0
2989,N,F,771.0,106000.0,0.0,771.0,,2,0,212000.0,0.0,0,0.0
2990,N,F,771.0,90000.0,0.0,771.0,651.0,1,2,180000.0,1110.42,10442,0.0
2991,N,F,690.0,49500.0,0.0,690.0,338.0,3,8,148500.0,3415.9,13416,0.0
2992,N,F,753.0,103000.0,0.0,753.0,473.0,2,1,412000.0,1171.02,5105,0.0
2993,N,F,690.0,55000.0,0.0,690.0,340.0,3,3,165000.0,459.01,6700,0.0
2994,N,F,690.0,62000.0,0.0,690.0,308.0,2,4,124000.0,537.5899999999999,3623,0.0
2995,N,F,702.0,75000.0,0.0,702.0,328.0,3,2,225000.0,477.65,5620,0.0
2996,N,F,753.0,84000.0,0.0,753.0,444.0,3,2,252000.0,840.21,9509,0.0
2997,N,F,753.0,103000.0,0.0,753.0,1226.0,4,3,619400.0,1225.48,11011,0.0
2998,N,F,740.0,199900.0,18.0,200.0,98.0,2,2,399800.0,1769.3,22345,0.0
2999,N,F,690.0,95000.0,0.0,690.0,70.0,5,6,950000.0,8204.619999999999,30210,0.0
3000,N,F,745.0,80390.0,0.0,745.0,799.0,7,11,452170.0,6662.59,20859,0.0
3001,N,F,771.0,65500.0,0.0,771.0,420.0,2,3,262000.0,11571.619999999999,2358,0.0
3002,N,F,771.0,66000.0,0.0,771.0,446.0,7,5,423000.0,1234.52,8228,0.0
3003,N,F,771.0,80390.0,0.0,771.0,,2,0,160780.0,0.0,0,0.0
3004,N,F,771.0,95000.0,48.0,-669.0,,2,0,380000.0,0.0,0,0.0
3005,U,F,770.0,38500.0,0.0,770.0,,4,0,154000.0,0.0,0,0.0
3006,U,F,740.0,50700.0,0.0,740.0,,4,0,202800.0,0.0,0,0.0
3007,N,F,771.0,94000.0,0.0,771.0,,4,0,376000.0,0.0,0,0.0
3008,N,F,771.0,95500.0,36.0,-309.0,432.0,3,7,286500.0,17600.63,40182,0.0
3009,U,F,770.0,63000.0,0.0,770.0,838.0,4,3,252000.0,1194.33,46783,0.0
3010,N,F,725.0,44500.0,0.0,725.0,354.0,2,12,178000.0,5880.18,1968,0.0
3011,N,F,725.0,100800.0,0.0,725.0,,2,0,806400.0,0.0,0,0.0
3012,N,F,753.0,91500.0,0.0,753.0,95.0,6,10,497100.0,6116.38,15006,0.0
3013,N,F,771.0,84000.0,0.0,771.0,417.0,3,2,504000.0,795.8,9325,0.0
3014,N,F,740.0,63400.0,0.0,740.0,141.0,5,20,826800.0,22080.859999999997,40420,0.0
3015,U,F,745.0,40000.0,0.0,745.0,,2,0,84000.0,0.0,0,0.0
3016,U,F,745.0,35000.0,0.0,745.0,,2,0,70000.0,0.0,0,0.0
3017,N,F,771.0,96100.0,0.0,771.0,557.0,3,2,288300.0,404.7,10241,0.0
3018,U,F,770.0,34500.0,0.0,770.0,824.0,7,9,836800.0,7373.84,59926,0.0
3019,N,F,771.0,64000.0,0.0,771.0,,5,0,320000.0,0.0,0,0.0
3020,N,F,771.0,103500.0,0.0,771.0,,1,0,103500.0,0.0,0,0.0
3021,N,F,745.0,89700.0,0.0,745.0,,1,0,358800.0,0.0,0,0.0
3022,U,F,748.0,22000.0,0.0,748.0,,1,0,22000.0,0.0,0,0.0
3023,U,F,773.0,51000.0,0.0,773.0,,3,0,153000.0,0.0,0,0.0
3024,N,F,773.0,94500.0,0.0,773.0,263.0,4,5,378000.0,1440.1299999999999,20809,0.0
3025,N,F,743.0,80390.0,0.0,743.0,2266.0,8,3,1479705.0,1010.97,8000,0.0
3026,N,F,774.0,101500.0,0.0,774.0,448.0,4,2,812000.0,978.6400000000001,2973,0.0
3027,N,F,705.0,75500.0,0.0,705.0,289.0,4,9,604000.0,9665.7,20027,0.0
3028,N,F,748.0,83900.0,0.0,748.0,,1,0,335600.0,0.0,0,0.0
3029,N,F,774.0,80390.0,0.0,774.0,414.0,3,4,220580.0,2212.2799999999997,4986,0.0
3030,N,F,748.0,64000.0,0.0,748.0,248.0,5,3,640000.0,3237.62,9804,0.0
3031,N,F,774.0,98000.0,0.0,774.0,543.0,2,2,392000.0,2500.54,10123,0.0
3032,U,F,743.0,48900.0,0.0,743.0,,4,0,195600.0,0.0,0,0.0
3033,N,F,774.0,99000.0,0.0,774.0,430.0,2,1,198000.0,288.27,5835,0.0
3034,N,F,774.0,66000.0,0.0,774.0,421.0,6,5,371400.0,1787.6399999999999,6494,0.0
3035,N,F,774.0,66000.0,0.0,774.0,441.0,1,4,198000.0,4167.63,20295,0.0
3036,N,F,774.0,74300.0,0.0,774.0,217.0,3,7,222900.0,3401.91,19979,0.0
3037,U,F,744.0,50500.0,0.0,744.0,,2,0,101000.0,0.0,0,0.0
3038,N,F,777.0,94000.0,0.0,777.0,449.0,3,3,564000.0,3475.16,10202,0.0
3039,U,F,774.0,67000.0,0.0,774.0,164.0,6,26,360600.0,3509.0000000000005,60145,0.0
3040,N,F,729.0,57000.0,0.0,729.0,74.0,2,7,114000.0,23455.52,15132,0.0
3041,N,F,694.0,67560.0,0.0,694.0,571.0,2,3,135120.0,620.0,9840,0.0
3042,N,F,775.0,102000.0,0.0,775.0,370.0,3,3,306000.0,1605.44,8573,0.0
3043,U,F,774.0,31000.0,0.0,774.0,,1,0,31000.0,0.0,0,0.0
3044,N,F,775.0,65500.0,0.0,775.0,423.0,2,9,393000.0,6683.4,20980,0.0
3045,N,F,729.0,84390.0,0.0,729.0,388.0,1,2,84390.0,685.1,1415,0.0
3046,N,F,729.0,46700.0,0.0,729.0,116.0,4,10,186800.0,3053.5000000000005,34119,0.0
3047,N,F,775.0,102000.0,0.0,775.0,448.0,7,2,714000.0,1507.82,10842,0.0
3048,N,F,775.0,85120.0,0.0,775.0,411.0,2,10,170240.0,418.81,7889,0.0
3049,U,F,749.0,34400.0,36.0,-331.0,,2,0,68800.0,0.0,0,0.0
3050,N,F,777.0,96000.0,48.0,-663.0,561.0,2,4,384000.0,3636.0,14103,0.0
3051,N,F,744.0,84890.0,0.0,744.0,430.0,2,5,339560.0,1471.4,5792,0.0
3052,U,F,694.0,41850.0,0.0,694.0,,2,0,83700.0,0.0,0,0.0
3053,N,F,775.0,84690.0,0.0,775.0,412.0,1,3,84690.0,456.11,2131,0.0
3054,N,F,744.0,61231.61,0.0,744.0,502.0,2,26,122463.22,12141.94,20264,0.0
3055,N,F,749.0,84690.0,0.0,749.0,1088.0,13,11,837330.0,1839.66,8181,0.0
3056,N,F,774.0,97800.0,0.0,774.0,,1,0,97800.0,0.0,0,0.0
3057,N,F,775.0,80390.0,0.0,775.0,,1,0,160780.0,0.0,0,0.0
3058,U,F,745.0,38300.0,48.0,-695.0,,4,0,153200.0,0.0,0,0.0
3059,N,F,776.0,98000.0,0.0,776.0,,2,0,392000.0,0.0,0,0.0
3060,U,F,750.0,39000.0,0.0,750.0,398.0,4,1,156000.0,547.89,97669,0.0
3061,N,F,776.0,77500.0,0.0,776.0,,2,0,155000.0,0.0,0,0.0
3062,N,F,707.0,103000.0,0.0,707.0,125.0,3,10,528400.0,9280.859999999999,32044,0.0
3063,N,F,776.0,80690.0,0.0,776.0,418.0,2,2,322760.0,796.3399999999999,1052,0.0
3064,U,F,730.0,44000.0,0.0,730.0,574.0,1,3,44000.0,1485.77,49186,0.0
3065,N,F,750.0,83500.0,0.0,750.0,,1,0,334000.0,0.0,0,0.0
3066,N,F,750.0,80690.0,0.0,750.0,630.0,8,22,510070.0,12406.230000000001,1693,0.0
3067,U,F,695.0,53900.0,0.0,695.0,,2,0,107800.0,0.0,0,0.0
3068,N,F,776.0,90700.0,0.0,776.0,,3,0,272100.0,0.0,0,0.0
3069,N,F,730.0,89000.0,0.0,730.0,,1,0,89000.0,0.0,0,0.0
3070,N,F,777.0,80690.0,0.0,777.0,426.0,6,13,841140.0,11102.36,9157,0.0
3071,N,F,776.0,97900.0,0.0,776.0,,5,0,489500.0,0.0,0,0.0
3072,N,F,731.0,65000.0,0.0,731.0,368.0,3,2,195000.0,850.1,3638,0.0
3073,N,F,776.0,95000.0,0.0,776.0,759.0,20,11,1543670.0,2153.26,21000,0.0
3074,N,F,777.0,71500.0,0.0,777.0,699.0,2,1,143000.0,2000.0,1000,0.0
3075,N,F,751.0,100000.0,0.0,751.0,,3,0,300000.0,0.0,0,0.0
3076,U,F,751.0,55800.0,0.0,751.0,,1,0,111600.0,0.0,0,0.0
3077,U,F,731.0,18900.0,0.0,731.0,,4,0,75600.0,0.0,0,0.0
3078,N,F,696.0,123000.0,0.0,696.0,288.0,2,2,492000.0,2836.6800000000003,12685,0.0
3079,N,F,696.0,109000.0,0.0,696.0,249.0,3,5,327000.0,3918.5799999999995,20271,0.0
3080,N,F,759.0,84390.0,0.0,759.0,402.0,2,1,168780.0,288.27,8865,0.0
3081,N,F,777.0,61000.0,0.0,777.0,416.0,2,3,244000.0,1654.0,5823,0.0
3082,N,F,751.0,91000.0,0.0,751.0,377.0,3,7,273000.0,2346.94,7912,0.0
3083,N,F,731.0,90000.0,0.0,731.0,374.0,2,2,360000.0,776.74,6597,0.0
3084,U,F,777.0,52000.0,0.0,777.0,,3,0,292000.0,0.0,0,0.0
3085,N,F,778.0,91000.0,0.0,778.0,238.0,3,7,546000.0,7421.980000000001,40817,0.0
3086,N,F,732.0,52000.0,0.0,732.0,112.0,4,11,416000.0,10498.900000000001,29460,0.0
3087,N,F,778.0,101750.0,0.0,778.0,,1,0,305250.0,0.0,0,0.0
3088,U,F,732.0,62610.0,0.0,732.0,,2,0,125220.0,0.0,0,0.0
3089,N,F,778.0,124000.0,36.0,-302.0,,2,0,248000.0,0.0,0,0.0
3090,N,F,778.0,93700.0,0.0,778.0,238.0,7,6,1142000.0,7411.5599999999995,14086,0.0
3091,N,F,778.0,90700.0,0.0,778.0,120.0,5,6,453500.0,11872.72,17842,0.0
3092,N,F,752.0,216000.0,0.0,752.0,136.0,4,9,1588000.0,14013.44,22158,0.0
3093,N,F,778.0,67500.0,0.0,778.0,421.0,7,2,1417500.0,3492.5699999999997,10020,0.0
3094,N,F,732.0,105400.0,0.0,732.0,393.0,5,2,1581000.0,1839.2999999999997,10203,0.0
3095,N,F,781.0,91000.0,24.0,61.0,434.0,4,2,728000.0,1265.94,8271,0.0
3096,N,F,763.0,72000.0,0.0,763.0,162.0,3,11,216000.0,2863.11,31243,0.0
3097,N,F,750.0,172000.0,36.0,-330.0,744.0,1,3,172000.0,2438.04,8,0.0
3098,N,F,782.0,91000.0,0.0,782.0,,3,0,546000.0,0.0,0,0.0
3099,N,F,756.0,103400.0,0.0,756.0,133.0,6,8,508200.0,2648.65,19993,0.0
3100,N,F,701.0,95500.0,0.0,701.0,185.0,5,10,955000.0,24126.710000000003,38550,0.0
3101,U,F,781.0,35000.0,0.0,781.0,,1,0,70000.0,0.0,0,0.0
3102,N,F,736.0,84690.0,0.0,736.0,352.0,9,4,953360.0,2785.75,10998,0.0
3103,N,F,756.0,100000.0,0.0,756.0,385.0,4,2,400000.0,399.21000000000004,9963,0.0
3104,U,F,751.0,48850.0,0.0,751.0,,2,0,97700.0,0.0,0,0.0
